Hospital_ID,Hospital_Name,State,Region_Type,Population_Density,Total_Beds,Occupied_Beds,Doctors_Count,Nurses_Count,Daily_Patient_Inflow,Emergency_Cases,OPD_Visits,IPD_Admissions,Avg_Treatment_Cost,Equipment_Availability_Index,Medicine_Stock_Index,Distance_to_Nearest_City_km,Satisfaction_Score,Mortality_Rate
1638,Hospital_1638,Maharashtra,Urban,18899,367,184,59,102,221,91,1238,21,8937,0.31,0.83,60.75,3.06,3.02
1639,Hospital_1639,Tamil Nadu,Rural,2737,205,205,23,34,522,31,134,11,7660,0.68,0.25,48.51,2,4.01
1640,Hospital_1640,Karnataka,Rural,7342,363,11,66,150,756,32,297,16,9075,0.48,0.34,43.33,3.11,4.63
1641,Hospital_1641,Delhi,Rural,9357,272,181,91,29,690,199,617,21,784,0.63,0.47,76.34,1.78,4.82
1642,Hospital_1642,Karnataka,Urban,8713,32,32,95,81,735,25,733,66,15815,0.35,0.41,97,1.43,1.82
1643,Hospital_1643,Karnataka,Rural,2983,318,318,95,197,668,41,693,87,5583,0.65,0.87,48.29,4.35,4.29
1644,Hospital_1644,Tamil Nadu,Rural,1304,95,95,43,158,504,177,528,83,8991,0.39,0.36,1.61,3.8,3
1645,Hospital_1645,Tamil Nadu,Urban,17028,70,70,80,124,604,60,762,242,1400,0.89,0.63,60.03,1.82,3.49
1646,Hospital_1646,Tamil Nadu,Rural,11931,294,293,31,136,579,40,417,288,1959,0.83,0.66,65.74,4.77,4.27
1647,Hospital_1647,Kerala,Urban,15564,168,168,50,198,37,184,406,39,14180,0.35,0.54,82.97,1.1,0.74
1648,Hospital_1648,Maharashtra,Urban,17707,238,63,38,35,497,129,457,104,19805,0.89,0.39,20.74,2.33,4.74
1649,Hospital_1649,Kerala,Urban,19656,141,141,37,63,507,98,1418,65,3033,0.53,0.97,52.91,1.09,2.78
1650,Hospital_1650,Maharashtra,Urban,14094,230,76,96,179,798,97,228,19,7079,0.55,0.53,45.27,1.57,1.75
1651,Hospital_1651,Maharashtra,Urban,6620,299,299,99,148,465,197,1498,156,17689,0.43,0.78,66.78,1.72,1.76
1652,Hospital_1652,Karnataka,Rural,754,45,45,54,174,359,30,1379,96,8095,0.88,0.35,7.33,4.24,3.78
1653,Hospital_1653,Karnataka,Urban,18930,192,129,24,134,550,150,416,262,19112,0.58,0.86,88.52,4.97,3.43
1654,Hospital_1654,Maharashtra,Urban,8512,175,175,44,20,631,181,1109,196,2421,0.33,0.37,51.6,4.47,3.67
1655,Hospital_1655,Maharashtra,Urban,3766,257,257,99,36,135,114,512,242,5472,0.98,0.74,87.83,3.54,1.34
1656,Hospital_1656,Kerala,Urban,4377,395,395,62,103,877,155,877,262,2887,0.48,0.61,34.68,3.89,0.93
1657,Hospital_1657,Kerala,Rural,19053,101,101,35,92,93,146,1219,233,11230,0.96,0.32,65.7,3.09,3.64
1658,Hospital_1658,Karnataka,Urban,5615,375,375,42,43,811,47,195,13,15330,0.51,0.22,95.72,2.69,1.56
1659,Hospital_1659,Tamil Nadu,Rural,9305,432,56,90,47,288,1,429,121,2496,0.88,0.94,94.39,3.77,1.19
1660,Hospital_1660,Maharashtra,Urban,15298,292,231,49,198,656,138,217,202,5325,0.76,0.3,94.47,4.89,1.15
1661,Hospital_1661,Kerala,Rural,4085,87,30,45,96,135,171,1348,150,5782,0.9,0.76,5.25,1.12,0.83
1662,Hospital_1662,Karnataka,Urban,13235,63,63,13,190,705,100,136,149,14369,0.98,0.72,40.9,2.26,2.19
1663,Hospital_1663,Kerala,Urban,8267,80,80,13,74,712,186,203,104,19387,0.91,0.47,7.02,2.32,1.38
1664,Hospital_1664,Maharashtra,Rural,7548,142,142,67,140,757,127,546,50,15951,0.58,0.35,31.64,2.66,4.48
1665,Hospital_1665,Maharashtra,Urban,19503,368,368,83,165,688,58,364,11,604,0.87,0.34,18.28,3.51,3.48
1666,Hospital_1666,Delhi,Rural,3781,215,215,81,151,183,119,772,287,9130,0.8,0.67,62.39,3.06,3.74
1667,Hospital_1667,Tamil Nadu,Urban,17056,349,349,26,61,602,37,1347,159,18405,0.34,0.64,78.29,1.07,2.08
1668,Hospital_1668,Delhi,Rural,9624,428,244,20,39,241,152,813,50,1851,0.95,0.9,51.82,2.65,3.04
1669,Hospital_1669,Karnataka,Urban,4853,498,159,36,195,145,106,311,125,3198,0.63,0.71,79.75,3.48,2.55
1670,Hospital_1670,Kerala,Urban,7182,342,342,70,191,676,20,536,129,17392,0.39,0.86,2.27,3.02,0.92
1671,Hospital_1671,Karnataka,Rural,4102,130,130,94,122,195,41,503,246,15800,0.6,0.23,82.23,4.49,0.33
1672,Hospital_1672,Maharashtra,Urban,5729,277,174,18,152,992,163,492,279,5810,0.72,0.74,18.66,2.59,3.45
1673,Hospital_1673,Delhi,Urban,12378,108,86,42,175,683,136,1335,18,6690,0.7,0.39,46.63,1.05,0.69
1674,Hospital_1674,Delhi,Urban,8517,452,94,12,151,713,139,592,248,13666,0.7,0.4,44.82,2.14,0.38
1675,Hospital_1675,Delhi,Urban,2097,217,55,25,194,394,9,1178,127,18158,0.48,0.78,87.44,1.54,2.27
1676,Hospital_1676,Karnataka,Urban,9063,301,301,60,196,878,186,399,19,3322,0.74,0.83,96.63,2,3.72
1677,Hospital_1677,Maharashtra,Urban,15884,219,219,50,17,517,132,873,34,16947,0.94,0.5,26.26,2.45,3.87
1678,Hospital_1678,Kerala,Rural,4624,118,56,47,81,104,32,487,182,4421,0.57,0.83,7.67,3.71,4.38
1679,Hospital_1679,Kerala,Rural,3507,46,46,96,156,895,68,218,234,17743,0.74,0.55,65.4,2.3,1.08
1680,Hospital_1680,Karnataka,Rural,6831,108,108,50,41,402,79,1416,20,11519,0.47,0.89,50.78,4.54,4.93
1681,Hospital_1681,Delhi,Urban,7895,165,165,52,104,652,190,1303,110,2047,0.33,0.22,57,2.2,3.84
1682,Hospital_1682,Tamil Nadu,Rural,11432,201,68,74,166,660,100,72,274,2576,0.71,0.27,5.58,1.55,0.87
1683,Hospital_1683,Karnataka,Urban,19277,276,63,88,50,482,28,1037,92,14462,0.33,0.82,77.76,1.68,4.22
1684,Hospital_1684,Karnataka,Urban,3011,208,208,35,84,470,145,725,285,17320,0.81,0.7,24,4.74,2.54
1685,Hospital_1685,Maharashtra,Urban,18899,259,21,37,54,537,133,330,270,14408,0.77,0.65,34.16,2.82,0.43
1686,Hospital_1686,Kerala,Urban,16734,378,201,48,22,865,52,771,230,4157,0.56,0.69,23.61,2.61,0.75
1687,Hospital_1687,Karnataka,Rural,15294,406,15,75,164,714,159,302,228,17646,0.59,0.94,94.65,1.28,2.23
1688,Hospital_1688,Karnataka,Urban,5051,215,215,12,28,569,123,453,98,1235,0.94,0.72,17.7,3.93,2.7
1689,Hospital_1689,Delhi,Rural,8198,316,153,77,163,948,41,182,24,7714,0.31,0.72,73.5,3.78,4.74
1690,Hospital_1690,Delhi,Urban,16217,184,184,6,62,135,46,1347,255,12356,0.69,0.81,25.33,2.5,1.16
1691,Hospital_1691,Tamil Nadu,Rural,8202,326,270,21,188,633,158,667,185,4594,0.95,0.89,43.07,3.77,2.42
1692,Hospital_1692,Maharashtra,Rural,5665,290,82,56,174,27,189,281,13,5228,0.94,0.41,99.61,2.47,1.21
1693,Hospital_1693,Tamil Nadu,Rural,1273,27,27,49,146,237,183,594,30,4229,0.71,0.69,10.96,1.29,2.84
1694,Hospital_1694,Delhi,Rural,8724,57,57,41,189,738,10,128,217,7741,0.57,0.67,88.25,3.95,4.56
1695,Hospital_1695,Kerala,Rural,14494,133,133,46,191,609,153,1108,146,17960,0.37,0.31,94.66,4.86,2.88
1696,Hospital_1696,Delhi,Rural,13356,358,358,48,12,899,154,544,225,10972,0.42,0.62,70.12,3.59,2.6
1697,Hospital_1697,Maharashtra,Urban,935,75,75,85,105,423,82,1183,126,2330,0.78,0.26,1.99,2.11,3.78
1698,Hospital_1698,Delhi,Rural,18746,450,371,42,145,586,184,1394,188,10590,0.31,0.35,82.26,2.08,0.82
1699,Hospital_1699,Maharashtra,Urban,11924,493,231,98,23,323,108,377,255,17557,0.92,0.93,88.34,4.72,4.54
1700,Hospital_1700,Maharashtra,Rural,4667,378,61,10,129,486,26,1016,137,17432,0.71,0.3,98.11,2.21,2.93
1701,Hospital_1701,Maharashtra,Urban,3915,157,125,72,140,971,186,739,87,14932,0.33,0.66,84.09,4.07,3.46
1702,Hospital_1702,Maharashtra,Rural,16730,121,35,55,161,759,61,433,238,1395,0.47,0.46,45.11,3.57,4.11
1703,Hospital_1703,Maharashtra,Rural,2529,353,62,39,22,107,147,1437,271,19453,0.72,0.64,69.18,3.37,3.21
1704,Hospital_1704,Kerala,Urban,9282,196,196,62,180,29,130,1305,91,17797,0.32,0.39,49.03,1.72,3.24
1705,Hospital_1705,Tamil Nadu,Rural,9218,188,38,61,166,327,143,1487,75,18060,0.85,0.56,35.95,1.14,3.68
1706,Hospital_1706,Karnataka,Rural,11730,358,28,77,81,453,102,1367,105,7773,0.94,0.89,63.02,2.95,0.36
1707,Hospital_1707,Tamil Nadu,Rural,2707,305,305,10,188,821,43,596,154,7196,0.97,0.5,77.21,4.95,1.97
1708,Hospital_1708,Maharashtra,Urban,6030,280,280,17,179,183,92,1247,74,15542,0.81,0.48,63.95,1.78,4.82
1709,Hospital_1709,Kerala,Rural,4122,394,288,63,168,258,29,441,18,15400,0.9,0.56,82.83,3.15,1.36
1710,Hospital_1710,Delhi,Urban,12091,242,126,90,163,336,167,1175,195,12934,0.73,0.28,18.46,3.68,2.76
1711,Hospital_1711,Kerala,Rural,6717,218,115,96,155,675,118,1366,167,18406,0.62,0.51,38,2.93,0.96
1712,Hospital_1712,Maharashtra,Rural,3251,230,230,34,91,354,192,1158,40,7977,0.8,0.21,31.95,3.03,1.68
1713,Hospital_1713,Kerala,Urban,5680,306,306,6,66,37,28,958,160,3302,0.46,0.6,20.22,3.64,3.61
1714,Hospital_1714,Kerala,Rural,7154,199,199,62,16,90,29,1274,251,3622,0.38,0.88,44.87,4.26,3.25
1715,Hospital_1715,Maharashtra,Rural,7719,269,236,40,121,194,103,734,165,13282,0.83,0.64,94.84,2.33,2.13
1716,Hospital_1716,Kerala,Urban,15923,250,250,76,57,873,109,590,68,2956,0.97,0.69,54.26,4.6,4.7
1717,Hospital_1717,Karnataka,Rural,13347,491,195,49,89,819,31,346,19,18533,0.7,0.22,29.35,2.94,3.9
1718,Hospital_1718,Karnataka,Urban,4673,42,42,13,128,830,137,105,133,2820,0.64,0.89,36.05,3.65,1.41
1719,Hospital_1719,Kerala,Urban,15439,67,25,69,129,358,50,1089,291,11197,0.67,0.51,61.69,1.43,2.38
1720,Hospital_1720,Delhi,Urban,3591,128,128,81,69,955,135,115,246,18027,0.63,0.98,35.92,2.97,4.4
1721,Hospital_1721,Maharashtra,Rural,806,315,169,54,42,267,178,1007,26,12464,0.61,0.3,54.3,1.06,0.21
1722,Hospital_1722,Karnataka,Urban,15828,25,25,83,124,212,35,1096,32,8737,0.96,0.96,28.14,2.56,2.95
1723,Hospital_1723,Delhi,Urban,7097,57,57,36,137,438,54,751,18,4906,0.64,0.71,35.25,1.22,1.24
1724,Hospital_1724,Kerala,Rural,5333,188,188,47,12,344,162,809,216,19493,0.36,0.24,70.87,4.59,0.41
1725,Hospital_1725,Delhi,Urban,5855,375,265,99,13,325,35,535,54,8091,0.84,0.98,58.88,3.69,4.57
1726,Hospital_1726,Tamil Nadu,Rural,17818,302,189,82,109,799,55,1488,36,3619,0.57,0.21,10.26,4.17,4.1
1727,Hospital_1727,Karnataka,Rural,18331,222,29,58,13,223,35,870,197,18284,0.8,0.78,97.35,2.87,1.01
1728,Hospital_1728,Kerala,Rural,6951,344,121,51,51,872,88,937,149,4011,0.71,0.91,5.88,4.41,4.2
1729,Hospital_1729,Maharashtra,Rural,12226,332,129,18,18,142,188,1378,18,4328,0.8,0.34,9.21,4.49,0.82
1730,Hospital_1730,Kerala,Urban,7965,292,203,52,60,589,61,226,243,17449,0.34,0.47,70.44,2.43,2.43
1731,Hospital_1731,Maharashtra,Urban,12218,263,263,59,154,870,108,244,101,8151,0.32,0.65,71.09,2.51,3.66
1732,Hospital_1732,Kerala,Urban,3417,346,120,33,154,466,86,1086,86,9592,0.56,0.74,2.87,3.03,2.72
1733,Hospital_1733,Delhi,Urban,12312,494,219,51,106,732,152,925,253,10870,0.79,0.9,64.63,1.17,4.27
1734,Hospital_1734,Delhi,Urban,11447,66,10,67,29,510,63,215,164,12284,0.46,0.81,4.29,4.98,3.12
1735,Hospital_1735,Delhi,Rural,10490,268,67,23,151,452,187,1223,227,3271,0.6,0.49,96.12,2.44,2.22
1736,Hospital_1736,Tamil Nadu,Urban,14963,98,98,95,31,643,56,1414,294,7277,0.99,0.86,69.92,2.88,4.63
1737,Hospital_1737,Maharashtra,Urban,16648,129,129,13,189,147,112,606,159,613,0.45,0.97,19.47,4.02,0.28
1738,Hospital_1738,Delhi,Urban,7160,32,32,41,36,567,69,1247,97,1031,0.89,0.38,16.65,2.19,2.49
1739,Hospital_1739,Tamil Nadu,Rural,15604,414,414,96,52,765,179,216,115,10214,0.88,0.26,57.4,1.81,3.34
1740,Hospital_1740,Maharashtra,Rural,3157,399,241,56,140,841,183,758,104,3910,0.92,0.54,63.72,1.51,4.2
1741,Hospital_1741,Kerala,Urban,4528,384,271,61,103,66,190,767,262,9736,0.94,0.91,83.29,3.11,2.75
1742,Hospital_1742,Tamil Nadu,Rural,502,109,109,92,17,524,195,146,48,8824,0.66,0.32,90.43,1.02,4.44
1743,Hospital_1743,Karnataka,Urban,8705,361,112,32,95,134,19,728,264,11659,0.78,0.91,39.86,3.84,2.19
1744,Hospital_1744,Tamil Nadu,Urban,15861,367,59,40,98,435,53,453,63,2226,0.73,0.99,84.56,2.85,1.65
1745,Hospital_1745,Tamil Nadu,Rural,967,299,299,68,147,786,0,1150,252,8717,0.52,0.24,54.7,3.13,4.87
1746,Hospital_1746,Maharashtra,Rural,13879,240,119,22,122,242,89,1310,119,3148,0.5,0.6,47.59,2.05,3.37
1747,Hospital_1747,Kerala,Urban,15255,92,92,93,166,655,137,340,263,13332,0.54,0.46,70.2,1.71,2.19
1748,Hospital_1748,Karnataka,Urban,8310,253,97,39,177,968,150,185,121,9953,0.45,0.51,11.22,3.8,4.4
1749,Hospital_1749,Delhi,Rural,464,279,29,72,30,522,178,938,183,2565,0.83,0.56,27.27,1.84,3.45
1750,Hospital_1750,Delhi,Urban,15466,132,23,82,161,691,112,930,198,1433,0.98,0.79,81.86,4.12,3.23
1751,Hospital_1751,Tamil Nadu,Rural,6671,65,65,43,197,977,151,416,230,1550,0.91,0.67,50.9,1.81,3.67
1752,Hospital_1752,Maharashtra,Urban,17063,293,293,94,163,952,12,597,258,7616,0.45,0.97,90.9,3.45,3.72
1753,Hospital_1753,Maharashtra,Rural,14117,62,62,12,18,115,156,951,61,11606,0.34,0.47,9.78,3.58,2.52
1754,Hospital_1754,Delhi,Urban,6568,227,43,92,157,126,185,297,171,7378,0.83,0.63,32.03,3.02,2.15
1755,Hospital_1755,Karnataka,Urban,4250,436,389,84,193,651,109,815,44,1292,0.57,0.85,36.2,4.99,4.56
1756,Hospital_1756,Kerala,Rural,13165,368,217,88,45,632,90,1287,46,11867,0.88,0.5,42.85,2.5,2.54
1757,Hospital_1757,Karnataka,Urban,19523,122,122,19,45,634,94,119,120,6463,0.85,0.57,98.7,4.53,1.16
1758,Hospital_1758,Kerala,Urban,4237,143,143,11,82,697,42,795,186,10047,0.74,0.75,31.76,1.68,2.66
1759,Hospital_1759,Delhi,Rural,12336,29,29,21,159,945,137,1045,18,1885,0.48,0.89,52.35,2.35,0.27
1760,Hospital_1760,Kerala,Urban,16936,348,80,90,10,717,158,378,284,17944,0.37,0.53,54.07,1.58,3.64
1761,Hospital_1761,Maharashtra,Urban,12253,206,164,90,78,51,73,1089,130,10063,0.48,0.63,77.31,3.41,0.72
1762,Hospital_1762,Tamil Nadu,Urban,13933,50,50,68,46,512,13,1247,114,4638,0.66,0.98,52.27,3.55,0.65
1763,Hospital_1763,Tamil Nadu,Rural,1481,175,87,16,81,85,98,748,165,18033,0.99,0.23,60.97,2.81,4.74
1764,Hospital_1764,Delhi,Rural,8254,79,79,86,116,198,108,855,35,14844,0.34,0.56,75.58,3.88,3.89
1765,Hospital_1765,Maharashtra,Rural,1567,268,268,60,105,798,161,323,34,8193,0.44,0.71,11.01,4.47,2.13
1766,Hospital_1766,Karnataka,Urban,13539,406,42,50,150,462,144,573,78,11894,0.74,0.21,96.38,4.11,1.27
1767,Hospital_1767,Maharashtra,Urban,19222,393,309,51,93,935,148,268,160,6827,0.51,0.68,84.78,1.97,4.23
1768,Hospital_1768,Tamil Nadu,Urban,17364,458,285,83,52,568,95,1073,74,3853,0.9,0.24,39.49,2.28,4.85
1769,Hospital_1769,Tamil Nadu,Urban,12106,289,289,20,46,220,194,562,159,13864,0.4,0.89,73.11,2.52,2.59
1770,Hospital_1770,Maharashtra,Rural,3249,461,429,73,34,889,57,1472,254,15705,0.97,0.85,76.47,1.82,2.94
1771,Hospital_1771,Maharashtra,Urban,7992,236,16,6,158,68,135,1184,67,5128,0.94,0.23,85.17,2.44,1.29
1772,Hospital_1772,Tamil Nadu,Urban,16236,418,169,96,178,806,95,513,165,5827,0.92,0.24,19.64,1.95,2.99
1773,Hospital_1773,Karnataka,Urban,1268,21,21,58,82,970,37,1166,121,14781,0.42,0.8,70.67,4.98,2.06
1774,Hospital_1774,Delhi,Rural,12456,43,43,31,179,699,153,500,132,16952,0.53,0.5,4.3,4.13,4.24
1775,Hospital_1775,Delhi,Urban,3229,225,225,35,51,282,63,1469,212,10558,0.86,0.66,12.44,4.44,1.95
1776,Hospital_1776,Maharashtra,Urban,15132,339,339,45,11,152,157,973,13,12593,0.87,0.42,77.83,4.69,3.28
1777,Hospital_1777,Delhi,Urban,2626,218,33,40,145,829,8,982,138,17184,0.79,0.34,81.49,3.66,1.1
1778,Hospital_1778,Tamil Nadu,Urban,11159,375,223,51,105,363,120,528,35,16487,0.61,0.44,59.65,1.7,0.54
1779,Hospital_1779,Tamil Nadu,Urban,3616,133,79,47,70,195,31,365,298,19484,0.52,0.4,58.59,4.03,0.3
1780,Hospital_1780,Maharashtra,Rural,19851,299,299,69,23,410,10,720,36,19037,0.97,0.56,75.2,1.06,2.14
1781,Hospital_1781,Maharashtra,Urban,10486,174,174,54,122,30,161,747,51,15407,0.4,0.8,90.7,1.45,0.9
1782,Hospital_1782,Maharashtra,Urban,3655,184,113,97,86,220,104,1042,80,13421,0.33,0.64,42.69,1.12,4.97
1783,Hospital_1783,Karnataka,Urban,16112,241,224,5,30,964,145,1426,73,14526,0.31,0.69,12.37,1.54,4.01
1784,Hospital_1784,Delhi,Urban,14257,110,63,76,161,945,146,817,34,3582,0.84,0.58,84.06,4.01,3.5
1785,Hospital_1785,Maharashtra,Urban,5211,186,186,61,187,828,181,1312,81,7574,0.34,0.46,34.82,4.54,4.04
1786,Hospital_1786,Kerala,Urban,6852,466,339,20,182,22,81,1177,277,18123,0.68,0.31,14.24,2.12,1.39
1787,Hospital_1787,Kerala,Urban,16929,226,226,32,73,233,36,956,104,11060,0.56,0.48,61.85,1.48,4.41
1788,Hospital_1788,Tamil Nadu,Urban,6464,301,212,90,163,827,81,927,126,959,0.4,0.73,58.23,2.09,4.98
1789,Hospital_1789,Delhi,Urban,3726,84,84,86,169,326,11,1102,173,19510,0.82,0.79,47.95,3.59,1.52
1790,Hospital_1790,Maharashtra,Urban,3975,395,54,26,66,999,3,138,287,3301,0.34,0.58,86.12,2.4,4.92
1791,Hospital_1791,Kerala,Rural,5597,23,23,45,128,563,42,424,74,17347,0.52,0.72,27.95,4.84,1.67
1792,Hospital_1792,Delhi,Rural,16079,176,176,80,190,579,154,1470,269,1497,0.69,0.37,2.31,1.52,0.16
1793,Hospital_1793,Tamil Nadu,Rural,11629,268,225,23,170,346,50,413,237,6884,0.58,0.89,33.02,4.96,1.9
1794,Hospital_1794,Karnataka,Rural,16745,276,276,93,61,783,4,196,209,13723,0.48,0.89,1.96,1.05,4.99
1795,Hospital_1795,Delhi,Urban,13482,254,254,54,104,218,133,363,229,15799,0.95,0.46,54.82,2.81,3.21
1796,Hospital_1796,Delhi,Rural,4125,325,325,63,155,935,86,597,189,11698,0.95,0.64,38.45,2.01,3.51
1797,Hospital_1797,Karnataka,Rural,10558,385,385,73,172,620,105,845,237,2178,0.59,0.69,81.58,3.27,1.27
1798,Hospital_1798,Delhi,Urban,13944,489,341,38,149,128,55,948,261,1364,0.58,0.58,79.96,1.39,0.82
1799,Hospital_1799,Tamil Nadu,Rural,4275,414,193,43,188,310,109,150,13,9882,0.52,0.93,44.03,4.5,4.44
1800,Hospital_1800,Tamil Nadu,Rural,9274,93,36,78,98,127,67,156,150,3197,0.9,0.79,22.43,1.55,2.13
1801,Hospital_1801,Karnataka,Urban,3543,206,175,11,19,427,95,906,175,12607,0.7,0.74,42.82,3.35,0.12
1802,Hospital_1802,Maharashtra,Urban,10825,81,81,56,61,571,43,986,263,3426,0.36,0.62,64.49,1.13,1.54
1803,Hospital_1803,Kerala,Urban,793,356,283,64,43,992,142,340,162,16235,0.9,0.27,19.83,2.24,1.06
1804,Hospital_1804,Maharashtra,Rural,8447,183,183,56,124,71,89,1422,76,14723,0.67,0.29,77.53,1.6,3.06
1805,Hospital_1805,Delhi,Rural,11880,75,75,83,176,131,41,666,64,8042,0.59,0.44,33.73,4.91,3.81
1806,Hospital_1806,Kerala,Urban,18296,130,112,28,145,314,138,637,105,4929,0.54,0.37,93.29,1.05,2.54
1807,Hospital_1807,Karnataka,Urban,13941,237,237,30,134,599,72,1300,176,15862,0.37,0.96,51.68,2.41,1.01
1808,Hospital_1808,Karnataka,Rural,14354,259,259,94,166,208,10,645,71,14431,0.97,0.53,84.87,2.21,0.38
1809,Hospital_1809,Kerala,Urban,14121,40,40,94,159,863,193,1026,183,7718,0.82,0.9,61.97,3.63,1.64
1810,Hospital_1810,Tamil Nadu,Rural,13468,160,113,14,198,740,154,1123,262,2897,0.39,0.85,55.91,1.23,4.05
1811,Hospital_1811,Kerala,Urban,5824,284,284,21,52,84,57,917,121,19105,0.66,0.85,68.53,4.24,2.16
1812,Hospital_1812,Delhi,Urban,1507,158,158,82,186,593,199,1019,224,14951,0.69,0.37,81.34,2.87,1.34
1813,Hospital_1813,Tamil Nadu,Rural,8132,478,314,6,38,484,127,771,248,6314,0.42,0.56,64.81,2.81,0.2
1814,Hospital_1814,Karnataka,Urban,14672,89,89,81,115,277,20,207,236,8022,0.6,0.45,79.93,1.91,2.53
1815,Hospital_1815,Kerala,Urban,17894,404,125,31,129,665,20,377,239,19687,0.75,0.98,19.86,2.96,3.46
1816,Hospital_1816,Maharashtra,Urban,19981,137,137,77,90,653,71,1150,242,16088,0.5,0.9,28.47,2.46,1.03
1817,Hospital_1817,Maharashtra,Rural,7494,217,217,75,40,350,128,784,172,12859,0.53,0.4,23.74,1.98,2.73
1818,Hospital_1818,Delhi,Urban,17035,224,224,52,190,520,101,682,135,16262,0.39,0.45,80.03,1.67,2.16
1819,Hospital_1819,Maharashtra,Urban,11686,233,233,78,171,702,185,1383,262,16077,0.59,0.62,9.53,3.91,3.55
1820,Hospital_1820,Kerala,Urban,13026,75,75,13,137,229,12,376,208,10470,0.71,0.42,79.79,1.57,4.32
1821,Hospital_1821,Kerala,Urban,1097,306,34,90,47,827,72,557,206,7010,0.38,0.86,39.52,1.67,1.6
1822,Hospital_1822,Maharashtra,Urban,14490,489,203,27,194,108,5,919,131,15505,0.73,0.86,8.87,3.31,4.53
1823,Hospital_1823,Kerala,Urban,6199,312,312,75,110,698,111,1180,273,16419,0.58,0.78,43.02,1.9,3.56
1824,Hospital_1824,Delhi,Rural,13609,194,109,77,141,47,185,290,63,12061,0.77,0.75,30.75,2.84,0.28
1825,Hospital_1825,Tamil Nadu,Rural,5590,366,366,31,139,257,16,484,144,10849,0.52,0.64,59.6,3.21,3.98
1826,Hospital_1826,Delhi,Urban,5716,389,14,92,21,355,72,1101,160,16935,0.7,0.48,47.78,2.1,2.52
1827,Hospital_1827,Delhi,Rural,16058,481,28,97,44,82,11,753,109,6558,0.73,0.87,30.38,2.37,4.73
1828,Hospital_1828,Kerala,Rural,2348,147,147,85,119,979,85,1322,243,12053,0.78,0.89,86.36,1.84,1.69
1829,Hospital_1829,Tamil Nadu,Urban,17332,450,283,88,81,786,179,1437,41,4015,0.83,0.24,41.28,2.84,3
1830,Hospital_1830,Kerala,Rural,10848,397,263,75,158,927,121,638,71,3830,0.4,0.52,47.6,4.97,4.79
1831,Hospital_1831,Karnataka,Rural,10614,344,130,47,119,572,69,462,205,2174,0.98,0.22,84.82,2.45,1.43
1832,Hospital_1832,Kerala,Rural,8795,461,41,11,70,519,107,618,39,11557,0.89,0.87,9.82,3.61,2.41
1833,Hospital_1833,Kerala,Rural,8170,311,158,96,172,560,51,1238,252,18245,0.69,0.34,39.6,3.54,3.79
1834,Hospital_1834,Kerala,Rural,8994,307,275,87,57,810,36,1038,115,9478,0.92,0.74,40.88,4.15,3.49
1835,Hospital_1835,Tamil Nadu,Rural,16798,245,46,67,152,488,116,1121,142,17439,0.57,0.49,50.09,3.85,4.21
1836,Hospital_1836,Kerala,Rural,15223,83,83,88,80,611,2,533,31,15764,0.32,0.85,11.51,1.05,2.65
1837,Hospital_1837,Tamil Nadu,Rural,2476,474,351,48,152,70,7,1231,165,15094,0.81,0.61,11.16,2.24,1.66
1838,Hospital_1838,Maharashtra,Urban,4478,445,22,43,143,131,137,717,223,10454,0.96,0.46,42.23,4.48,2.72
1839,Hospital_1839,Karnataka,Urban,11282,67,67,44,77,892,46,200,235,2612,0.41,0.46,4.27,3.16,1.81
1840,Hospital_1840,Tamil Nadu,Rural,674,221,154,11,31,320,168,274,294,19094,0.75,0.46,26.24,1.42,0.96
1841,Hospital_1841,Maharashtra,Rural,13430,356,274,74,41,109,63,1333,180,16023,0.87,0.83,20.92,2.1,2.82
1842,Hospital_1842,Tamil Nadu,Urban,9049,433,97,29,132,248,41,1460,51,2201,0.93,0.77,49.45,2.13,0.34
1843,Hospital_1843,Tamil Nadu,Rural,19294,424,424,63,31,169,42,305,69,3212,0.49,0.46,2.1,4.49,0.28
1844,Hospital_1844,Karnataka,Rural,5770,79,79,17,164,774,124,110,86,2816,0.39,0.59,67.9,3.21,0.42
1845,Hospital_1845,Delhi,Urban,6667,416,55,90,119,157,136,445,211,15159,0.47,0.26,85.7,3.43,3.4
1846,Hospital_1846,Delhi,Urban,12816,276,276,85,24,154,13,1470,229,6969,0.7,0.86,70.97,2.47,2.09
1847,Hospital_1847,Tamil Nadu,Urban,19943,84,84,90,133,476,90,1235,196,2110,0.94,0.41,81.99,1.24,2.52
1848,Hospital_1848,Kerala,Rural,6217,258,258,66,53,620,131,429,105,6843,0.71,0.91,64.69,1.3,1.78
1849,Hospital_1849,Maharashtra,Rural,7937,308,28,12,124,513,1,398,221,16297,0.94,0.68,51.23,2.68,1.34
1850,Hospital_1850,Kerala,Urban,16687,57,57,49,18,546,114,80,271,9819,0.84,0.65,22.68,1.71,1.86
1851,Hospital_1851,Kerala,Urban,14631,44,44,22,43,352,0,120,86,9596,0.72,0.33,28.68,1.42,1.05
1852,Hospital_1852,Tamil Nadu,Rural,19259,429,429,92,82,381,74,446,40,8855,0.32,0.26,32.45,2.05,3.43
1853,Hospital_1853,Tamil Nadu,Urban,18476,480,242,64,152,193,64,51,48,9828,0.53,0.64,4.76,3.97,0.6
1854,Hospital_1854,Tamil Nadu,Rural,18727,78,78,64,199,621,173,978,223,5210,0.34,0.57,91.4,1.29,2.63
